element,level,t,r,theta,phi,Interval size,Height,D
0,0,0.0,0.0,0,0,13090,10,4
1,1,0.4349611598668912,0.43084886984613174,2.039255011176756,0.9233018584873065,13090,10,4
2,1,0.4560789934926224,0.33717030257417413,0.1606932129982456,1.9468367509862545,13090,10,4
3,1,0.6421097431028167,0.5999270905173573,-0.5989860334657884,0.9773002662129215,13090,10,4
6,1,0.9248403836931784,0.8003557832574908,2.673987106041716,1.0891260032747194,13090,10,4
10,2,1.0443061037898616,0.8860489158807876,2.2673113511105365,1.476700315369945,13090,10,4
16,2,1.127451645387303,0.8996266954398332,2.392455811484551,0.561263822016742,13090,10,4
18,2,1.1447653890587794,0.19299735854900626,1.3343278465502295,1.5915367960627758,13090,10,4
21,2,1.1846778430040228,0.5583353390599393,-0.7313222184355754,2.370435047241458,13090,10,4
26,2,1.2345936138227176,0.865478336675186,-3.104818597668678,1.3167096593813317,13090,10,4
27,2,1.2840724700117234,0.3696751417992382,-0.8571553976848187,1.6596311618950008,13090,10,4
31,2,1.3278873913946432,0.5149715037844822,-0.9892358161908785,0.54218055732918,13090,10,4
33,2,1.3404039397579348,1.0324163840264189,2.36870308934098,0.7428409717727147,13090,10,4
41,2,1.3797306094610595,0.7144185135038895,2.5820403238211145,0.7925126089850179,13090,10,4
34,3,1.3451538645936212,0.34009394970174534,1.0589656804372098,1.1439201372819012,13090,10,4
65,3,1.5811348639651235,0.5881891574902623,-1.5671559770970918,2.8076501256416213,13090,10,4
68,3,1.6134900704936883,1.2022928516174547,2.7975729157619873,0.7018060278882314,13090,10,4
100,3,1.802508658523666,0.4335978234072295,-1.476830450586836,1.0253740778262819,13090,10,4
116,3,1.8411653730990818,1.0533940487725706,2.9911481898380536,1.2124418553678584,13090,10,4
148,3,1.9728815424477142,1.1861506640011565,2.8845344378127735,1.008634394058918,13090,10,4
181,3,2.0586450535037537,1.3779322588885254,2.966673411907629,1.1790546366468335,13090,10,4
129,4,1.9101351537576872,0.45490578755821154,-1.8303951219529768,2.3824446111696824,13090,10,4
217,4,2.1360489146804085,0.5126619450749342,-2.1431742081123346,1.1999456171674794,13090,10,4
240,4,2.1963554836169985,0.9235859939542039,-2.979874789224619,1.2371139044287593,13090,10,4
363,4,2.4561472487418348,1.5268411670674855,2.8841815700596696,1.1162858472016401,13090,10,4
436,5,2.564500009561519,0.7565147838503808,-2.6389983406257795,1.842635314496015,13090,10,4
505,5,2.6407011848235964,0.7545060812003563,-2.7142036161631546,0.9616243309679354,13090,10,4
631,5,2.8151047536547633,1.834191729517518,2.8473908004031103,1.1718139969606536,13090,10,4
935,6,3.0703116838900457,1.69077884429779,2.837363063190284,1.1293442633600683,13090,10,4
1006,6,3.1261316417267517,0.8248689621684184,-2.768371115423805,1.3112907234724422,13090,10,4
1051,6,3.15696755477202,0.7515589573301732,-2.9102905495072924,1.416000554839167,13090,10,4
