element,level,t,r,theta,phi,pred
0,0,0.0,0.0,3.141592653589793,0.0,[]
1,1,0.0007814433449834235,0.0006704659287981585,0.0,0.0,[0]
2,2,0.006371858883146175,0.0030327435826399407,3.141592653589793,0.0,[1]
4,3,0.018911509555177175,0.0072944335346974976,3.141592653589793,0.0,[2]
5,3,0.019787932769824046,0.00820615712851358,3.141592653589793,0.0,[2]
9,4,0.024437974693452214,0.0125329446116349,3.141592653589793,0.0,[4 5]
10,4,0.024886818210069217,0.013289860098319228,3.141592653589793,0.0,[5]
11,5,0.026306886141977737,0.0130325725980176,3.141592653589793,0.0,[ 9 10]
20,6,0.036476802002073594,0.020581336382700877,3.141592653589793,0.0,[11]
21,7,0.03699567144479177,0.02019010556632017,3.141592653589793,0.0,[20]
27,8,0.04229309561395922,0.021640409734672073,3.141592653589793,0.0,[21]
30,9,0.04684418807491031,0.021999622798799412,3.141592653589793,0.0,[27]
33,10,0.047810130288602926,0.022366499180459964,3.141592653589793,0.0,[30]
36,11,0.04894590661041398,0.022933695633147844,3.141592653589793,0.0,[33]
56,12,0.05928805259409009,0.03003816043573526,3.141592653589793,0.0,[36]
60,12,0.061123027043470946,0.03262934601575873,3.141592653589793,0.0,[36]
86,13,0.07444038090534566,0.04377891494812447,3.141592653589793,0.0,[56 60]
97,13,0.07889937029817418,0.0499601897152,3.141592653589793,0.0,[60]
107,14,0.08271691974840445,0.04928598434520848,3.141592653589793,0.0,[86 97]
145,14,0.09731780693486813,0.06556656938218663,3.141592653589793,0.0,[86 97]
119,15,0.08670842746191065,0.05209379883286469,3.141592653589793,0.0,[107]
127,15,0.09182033259608435,0.05797976453146336,3.141592653589793,0.0,[107]
146,15,0.09744244506433686,0.0655389451037085,3.141592653589793,0.0,[145]
132,16,0.09347182251773567,0.055028183772347306,3.141592653589793,0.0,[119]
155,16,0.09925404755325273,0.06377873969890269,3.141592653589793,0.0,[119 127 146]
151,17,0.09865715453740742,0.054414420125426854,3.141592653589793,0.0,[132]
166,17,0.10348272120008606,0.05958782436298349,3.141592653589793,0.0,[132 155]
185,18,0.10847366111175827,0.051004001879419225,3.141592653589793,0.0,[151]
198,18,0.11098595090186392,0.05818675791424799,3.141592653589793,0.0,[151 166]
209,19,0.11368071915089928,0.0558115079205721,3.141592653589793,0.0,[185 198]
215,20,0.1150392087357971,0.05593053127225256,3.141592653589793,0.0,[209]
228,21,0.1183480553629076,0.05568322458435204,3.141592653589793,0.0,[215]
279,22,0.12980544802316596,0.05393126274580329,3.141592653589793,0.0,[228]
281,22,0.12996458938606958,0.0536912007895064,3.141592653589793,0.0,[228]
285,22,0.13059241832786472,0.047056333363957537,3.141592653589793,0.0,[228]
315,23,0.13631009495162794,0.05275386973071916,3.141592653589793,0.0,[279 281 285]
339,24,0.1433527683107606,0.059640099615526854,3.141592653589793,0.0,[315]
354,25,0.1478472653540428,0.06324742295306107,3.141592653589793,0.0,[339]
363,26,0.14987042997355116,0.06247196939807409,3.141592653589793,0.0,[354]
373,26,0.15130345448270155,0.06033430016431773,3.141592653589793,0.0,[354]
383,27,0.15384449428685842,0.06250785788157098,3.141592653589793,0.0,[363 373]
409,27,0.15876433152687852,0.057007175484694805,3.141592653589793,0.0,[363 373]
424,28,0.16145438895864095,0.06270593798041768,3.141592653589793,0.0,[383]
432,28,0.16372001524171487,0.05745986168716133,3.141592653589793,0.0,[383 409]
